time,lat,lon,rain
2010-02-02,31.0,79.75,0.0
2010-02-02,31.0,80.0,0.0
2010-02-03,30.25,79.0,0.0
2010-02-03,30.25,79.25,0.0
2010-02-03,30.25,79.5,0.0
2010-02-03,30.25,79.75,0.0
2010-02-03,30.25,80.0,0.0
2010-02-03,30.5,79.0,0.0
2010-02-03,30.5,79.25,0.0
2010-02-03,30.5,79.5,0.0
2010-02-03,30.5,79.75,0.0
2010-02-03,30.5,80.0,0.0
2010-02-03,30.75,79.0,0.0
2010-02-03,30.75,79.25,0.0
2010-02-03,30.75,79.5,0.0
2010-02-03,30.75,79.75,0.0
2010-02-03,30.75,80.0,0.0
2010-02-03,31.0,79.0,0.0
2010-02-03,31.0,79.25,0.0
2010-02-03,31.0,79.5,0.0
2010-02-03,31.0,79.75,0.0
2010-02-03,31.0,80.0,0.0
2010-02-04,30.25,79.0,0.0
2010-02-04,30.25,79.25,0.0
2010-02-04,30.25,79.5,0.0
2010-02-04,30.25,79.75,0.0
2010-02-04,30.25,80.0,0.0
2010-02-04,30.5,79.0,0.0
2010-02-04,30.5,79.25,0.0
2010-02-04,30.5,79.5,0.0
2010-02-04,30.5,79.75,0.0
2010-02-04,30.5,80.0,0.0
2010-02-04,30.75,79.0,0.0
2010-02-04,30.75,79.25,0.0
2010-02-04,30.75,79.5,0.0
2010-02-04,30.75,79.75,0.0
2010-02-04,30.75,80.0,0.0
2010-02-04,31.0,79.0,0.0
2010-02-04,31.0,79.25,0.0
2010-02-04,31.0,79.5,0.0
2010-02-04,31.0,79.75,0.0
2010-02-04,31.0,80.0,0.0
2010-02-05,30.25,79.0,0.0
2010-02-05,30.25,79.25,0.0
2010-02-05,30.25,79.5,0.0
2010-02-05,30.25,79.75,0.0
2010-02-05,30.25,80.0,0.0
2010-02-05,30.5,79.0,0.0
2010-02-05,30.5,79.25,0.0
2010-02-05,30.5,79.5,0.0
2010-02-05,30.5,79.75,0.0
2010-02-05,30.5,80.0,0.0
2010-02-05,30.75,79.0,0.0
2010-02-05,30.75,79.25,0.0
2010-02-05,30.75,79.5,0.0
2010-02-05,30.75,79.75,0.0
2010-02-05,30.75,80.0,0.0
2010-02-05,31.0,79.0,0.0
2010-02-05,31.0,79.25,0.0
2010-02-05,31.0,79.5,0.0
2010-02-05,31.0,79.75,0.0
2010-02-05,31.0,80.0,0.0
2010-02-06,30.25,79.0,0.0
